CLUSTERID1	CLUSTERID2	ComponentIndex	Cosine	DeltaMZ	id	max_chemdir	max_comparison	sign_chemdir	CLUSTERID1_chemdir	CLUSTERID2_chemdir
83	773	19	0.8576	-0.000	259	0.27957089802818996	Pre-P:Post-P	1.0	773	83
86	443	17	0.8229	-0.000	260	0.07063967857731747	Pre-P:Post-P	1.0	443	86
87	198	2	0.9024	-0.000	261	0.00012328503637945576	Pre-P:Post-P	-1.0	87	198
87	267	2	0.8964	-0.000	262	0.25295857934842036	Pre-P:Post-P	1.0	267	87
87	404	2	0.8898	74.036	263	0.01866483230239683	Pre-P:Post-P	-1.0	87	404
87	411	2	0.9147	58.041	264	0.15455502296328713	Pre-P:Post-P	-1.0	87	411
87	422	2	0.9191	-0.000	265	0.08965696022406726	Pre-P:Post-P	-1.0	87	422
87	560	2	0.8898	74.036	266	0.06451438114762825	Pre-P:Post-P	-1.0	87	560
87	764	2	0.891	-0.000	267	0.23665624074199368	Pre-P:Post-P	-1.0	87	764
92	201	115	1.0	0.000	268	0.00695734972405671	Pre-P:Post-P	1.0	201	92
93	267	2	0.8784	15.995	269	0.3089403570227528	Pre-P:Post-P	1.0	267	93
93	446	2	0.8898	-0.001	270	0.2517670426094178	Pre-P:Post-P	1.0	446	93
93	469	2	0.8819	-58.042	271	0.17425865228642198	Pre-P:Post-P	-1.0	93	469
93	472	2	0.8819	-58.041	272	0.5363550112310989	Pre-P:Post-P	-1.0	93	472
93	757	2	0.8796	-0.001	273	0.22718444187615824	Pre-P:Post-P	1.0	757	93
94	219	29	0.9272	-0.003	274	0.13927541006665928	Pre-P:Post-P	-1.0	94	219
94	229	29	0.6727	-47.981	275	0.10687640696491432	Pre-P:Post-P	1.0	229	94
94	250	29	0.6693	-47.981	276	0.01739486648745236	Pre-P:Post-P	1.0	250	94
94	522	29	0.6598	-61.999	277	0.13927541006665928	Pre-P:Post-P	-1.0	94	522
94	526	29	0.9367	-14.013	278	0.1837067412368919	Pre-P:Post-P	-1.0	94	526
94	527	29	0.9435	-14.013	279	0.13927541006665928	Pre-P:Post-P	-1.0	94	527
94	531	29	0.9449	-14.011	280	0.13927541006665928	Pre-P:Post-P	-1.0	94	531
94	733	29	0.8732	2.018	281	0.0007980068009679263	Pre-P:Post-P	-1.0	94	733
94	749	29	0.7699	2.015	282	0.13927541006665928	Pre-P:Post-P	-1.0	94	749
95	103	2	0.8943	-0.000	283	0.003477447862070981	Pre-P:Post-P	1.0	103	95
95	118	2	0.8921	-0.000	284	0.02177148405570462	Pre-P:Post-P	-1.0	95	118
95	268	2	0.8782	-0.000	285	0.4135037262706829	Pre-P:Post-P	-1.0	95	268
95	463	2	0.8892	-0.000	286	0.3197008197006102	Pre-P:Post-P	-1.0	95	463
95	466	2	0.9084	-0.001	287	0.5467204186790011	Pre-P:Post-P	-1.0	95	466
95	577	2	0.8812	-0.000	288	0.3778559374493538	Pre-P:Post-P	-1.0	95	577
97	256	2	0.8963	0.000	289	0.10828473274372431	Pre-P:Post-P	-1.0	97	256
97	673	2	0.8874	-0.001	290	0.13921291375418138	Pre-P:Post-P	1.0	673	97
97	703	2	0.8787	-0.000	291	0.02271360846515413	Pre-P:Post-P	1.0	703	97
100	458	3	0.8329	-0.000	292	0.019495041554309853	Pre-P:Post-P	-1.0	100	458
101	448	17	0.8857	-0.000	293	0.15616373207981393	Pre-P:Post-P	-1.0	101	448
101	575	17	0.8445	-0.000	294	0.02952798867967672	Pre-P:Post-P	1.0	575	101
101	684	17	0.8583	-0.000	295	0.13070651779640216	Pre-P:Post-P	1.0	684	101
101	707	17	0.8501	-0.000	296	0.1818056954942851	Pre-P:Post-P	-1.0	101	707
103	267	2	0.8826	56.026	297	0.08892674208385906	Pre-P:Post-P	1.0	267	103
103	347	2	0.8955	-0.000	298	0.10356549968095646	Pre-P:Post-P	-1.0	103	347
103	420	2	0.9188	56.026	299	0.07855290244845245	Pre-P:Post-P	-1.0	103	420
103	463	2	0.8803	-0.000	300	0.32317826756268125	Pre-P:Post-P	-1.0	103	463
103	682	2	0.9188	56.026	301	0.3783819448343261	Pre-P:Post-P	-1.0	103	682
103	772	2	0.9188	56.026	302	0.12008499294973651	Pre-P:Post-P	1.0	772	103
105	439	35	0.8814	-0.000	303	0.29377547274614163	Pre-P:Post-P	-1.0	105	439
105	440	35	0.9038	-0.001	304	0.021283133278918547	Pre-P:Post-P	-1.0	105	440
105	567	35	0.9038	-0.000	305	0.18859129192637974	Pre-P:Post-P	1.0	567	105
106	220	38	0.9251	-28.030	306	0.41094883125622006	Pre-P:Post-P	-1.0	106	220
106	275	38	0.9275	-0.002	307	0.27474830389148386	Pre-P:Post-P	-1.0	106	275
106	721	38	0.9377	-0.000	308	0.021728876391111474	Pre-P:Post-P	-1.0	106	721
