CLUSTERID1	CLUSTERID2	ComponentIndex	Cosine	DeltaMZ	id	max_chemdir	max_comparison	sign_chemdir	CLUSTERID1_chemdir	CLUSTERID2_chemdir
48	403	77	0.9017	-0.000	121	0.17979457370117546	Pre-HV:Post-HV	-1.0	48	403
48	54	77	0.8877	-0.000	122	0.045386749440876235	Pre-HV:Post-HV	1.0	54	48
48	561	77	0.8936	-0.000	123	0.051638018915462214	Pre-HV:Post-HV	-1.0	48	561
48	663	77	0.8849	-0.000	124	0.19439730910971645	Pre-HV:Post-HV	-1.0	48	663
48	768	77	0.9369	-0.000	125	0.006707234811959239	Pre-HV:Post-HV	1.0	768	48
52	558	22	0.8612	-0.000	126	0.1254622639275514	Pre-HV:Post-HV	-1.0	52	558
53	405	2	0.8795	-0.000	127	0.031084525409959624	Pre-HV:Post-HV	-1.0	53	405
53	557	2	0.8795	0.000	128	0.00912707218562851	Pre-HV:Post-HV	1.0	557	53
53	559	2	0.878	-0.000	129	0.22655392799517526	Pre-HV:Post-HV	1.0	559	53
54	403	77	0.8771	0.000	130	0.22518132314205172	Pre-HV:Post-HV	-1.0	54	403
54	561	77	0.9264	-0.000	131	0.0970247683563384	Pre-HV:Post-HV	-1.0	54	561
54	663	77	0.9219	-0.000	132	0.23978405855059254	Pre-HV:Post-HV	-1.0	54	663
54	768	77	0.9149	0.000	133	0.038679514628917035	Pre-HV:Post-HV	-1.0	54	768
55	360	4	1.0	-0.000	134	0.24215293534581067	Pre-HV:Post-HV	-1.0	55	360
55	546	4	0.9669	1.003	135	0.3760795389530856	Pre-HV:Post-HV	-1.0	55	546
55	57	4	1.0	-0.000	136	0.07396703195494006	Pre-HV:Post-HV	-1.0	55	57
57	360	4	1.0	-0.000	137	0.1681859033908705	Pre-HV:Post-HV	-1.0	57	360
57	546	4	0.9669	1.003	138	0.30211250699814546	Pre-HV:Post-HV	-1.0	57	546
58	276	27	0.7602	0.000	139	0.09491127812985893	Pre-HV:Post-HV	-1.0	58	276
58	430	27	0.7925	0.000	140	0.06869906613028277	Pre-HV:Post-HV	1.0	430	58
58	566	27	0.7232	-0.000	141	0.19512875809372018	Pre-HV:Post-HV	1.0	566	58
58	667	27	0.7654	-0.000	142	0.19140750214627025	Pre-HV:Post-HV	1.0	667	58
58	669	27	0.8235	-0.000	143	0.3575018957245786	Pre-HV:Post-HV	1.0	669	58
58	68	27	0.8088	0.000	144	0.09046936405364699	Pre-HV:Post-HV	1.0	68	58
58	739	27	0.8111	-0.000	145	0.049144553714971013	Pre-HV:Post-HV	1.0	739	58
59	265	22	0.8589	0.000	146	0.23626645673591062	Pre-HV:Post-HV	-1.0	59	265
59	407	22	0.8752	-0.000	147	0.14861356841272744	Pre-HV:Post-HV	-1.0	59	407
59	408	22	0.8597	0.000	148	0.15250819101303642	Pre-HV:Post-HV	-1.0	59	408
